Timestamp,Phys_Label,AI_Label,AI_Conf,Final_Result,Neck_Change,Nose_Drop
18:42:29.260,Good,good,0.81,Good,1.02,-0.02
18:42:32.023,Good,good,0.89,Good,1.02,-0.09
18:42:34.852,Good,good,0.97,Good,1.06,0.01
18:42:37.603,Good,good,0.94,Good,1.06,-0.03
18:42:40.462,Good,good,0.90,Good,1.01,-0.06
18:42:43.229,Good,good,0.96,Good,1.07,-0.00
18:42:46.187,Good,good,0.80,Good,1.06,-0.05
18:42:48.941,Good,good,0.90,Good,0.99,-0.04
18:42:51.799,Good,good,0.99,Good,0.90,0.08
18:42:54.536,Good,good,0.89,Good,0.92,0.04
18:42:57.419,Good,good,0.79,Good,0.97,-0.01
18:43:00.151,Good,good,0.90,Good,1.01,-0.00
18:43:02.996,Good,good,0.96,Good,1.07,-0.02
18:43:05.737,Good,good,0.90,Good,1.15,-0.17
18:43:08.591,Good,good,0.91,Good,1.11,-0.16
18:55:44.909,Good,hunch,0.62,Good,0.94,0.17
21:01:13.899,Good,hunch,0.72,Bad,1.10,0.21
21:01:17.285,Good,hunch,0.64,Good,1.17,-0.19
21:01:21.319,Good,hunch,0.76,Bad,1.18,-0.12
21:01:25.782,Good,hunch,0.64,Good,1.08,-0.07
21:01:30.803,Good,hunch,0.58,Good,1.08,0.29
21:01:34.530,Good,hunch,0.72,Bad,1.11,0.19
21:01:37.391,Good,hunch,0.75,Bad,1.16,0.26
21:01:40.286,Hunch(Neck),tilt,0.90,Bad,0.81,0.14
21:01:43.098,Good,hunch,0.84,Bad,0.89,0.32
21:01:45.897,Good,hunch,0.81,Bad,0.92,0.27
21:01:48.658,Good,hunch,0.69,Good,0.93,0.29
21:01:51.470,Good,good,0.77,Good,0.96,0.23
21:01:54.246,Lean(Nose),lean,0.85,Bad,0.37,0.63
21:01:57.149,Good,hunch,0.75,Bad,1.08,0.12
21:02:00.484,Good,hunch,0.74,Bad,1.09,0.29
21:02:05.683,Good,hunch,0.82,Bad,1.07,-0.10
21:02:08.600,Good,hunch,0.89,Bad,1.15,-0.27
21:02:11.377,Good,hunch,0.87,Bad,1.22,-0.28
21:02:14.252,Good,hunch,0.84,Bad,1.20,-0.25
21:02:17.020,Good,hunch,0.90,Bad,1.05,-0.15
21:02:19.905,Good,hunch,0.82,Bad,1.21,-0.31
21:02:22.695,Good,hunch,0.77,Bad,0.90,0.32
21:02:25.529,Good,hunch,0.88,Bad,1.07,-0.16
21:02:28.386,Good,hunch,0.86,Bad,1.08,-0.13
21:02:32.945,Lean(Nose),tilt,0.95,Bad,0.55,0.43
21:02:35.885,Good,tilt,0.67,Good,1.17,0.32
21:02:39.590,Good,hunch,0.77,Bad,1.02,0.24
21:02:42.497,Good,hunch,0.72,Bad,1.02,0.24
21:02:46.997,Good,hunch,0.75,Bad,0.99,0.22
21:02:52.884,Lean(Nose),hunch,0.95,Bad,0.61,0.47
21:02:57.273,Good,hunch,0.91,Bad,0.97,0.08
21:03:00.127,Good,hunch,0.89,Bad,1.01,0.08
21:03:02.923,Good,hunch,0.90,Bad,1.02,0.08
21:03:06.151,Good,hunch,0.74,Bad,1.03,0.16
21:03:09.075,Lean(Nose),tilt,0.69,Bad,0.46,0.27
21:03:12.470,Good,hunch,0.65,Good,1.01,0.09
21:03:15.230,Good,hunch,0.71,Bad,1.01,0.03
21:03:18.087,Good,hunch,0.67,Good,1.10,-0.03
21:03:20.892,Good,hunch,0.63,Good,1.08,-0.02
21:03:23.711,Good,good,0.89,Good,1.03,0.02
21:03:26.590,Good,good,0.80,Good,0.92,0.17
21:03:29.371,Lean(Nose),hunch,0.70,Bad,0.86,0.17
21:03:32.339,Good,hunch,0.65,Good,0.89,0.13
21:03:35.113,Lean(Nose),hunch,0.75,Bad,0.86,0.16
21:03:38.018,Good,good,0.80,Good,0.94,0.11
21:03:40.781,Good,good,0.84,Good,0.94,0.11
21:03:43.707,Good,good,0.81,Good,0.93,0.12
21:03:46.458,Good,good,0.57,Good,0.96,0.12
21:03:49.461,Good,good,0.82,Good,0.96,0.09
21:03:52.221,Good,good,0.55,Good,0.93,0.10
21:03:55.150,Good,hunch,0.61,Good,0.97,0.10
21:03:57.894,Lean(Nose),good,0.77,Bad,0.80,0.33
21:04:00.799,Good,hunch,0.58,Good,0.95,-0.16
21:04:03.544,Hunch(Neck),good,0.71,Bad,0.74,0.01
21:04:06.410,Hunch(Neck),good,0.58,Bad,0.72,0.09
21:04:09.169,Hunch(Neck),good,0.59,Bad,0.72,0.04
21:04:12.066,Lean(Nose),hunch,0.79,Bad,0.65,0.21
21:04:14.816,Hunch(Neck),lean,0.54,Bad,0.80,-0.06
21:04:17.683,Hunch(Neck),hunch,0.70,Bad,0.80,-0.01
21:04:20.569,Hunch(Neck),hunch,0.76,Bad,0.74,0.13
21:04:23.361,Hunch(Neck),hunch,0.77,Bad,0.87,-0.05
21:04:26.280,Lean(Nose),hunch,0.66,Bad,0.80,0.16
21:04:29.810,Lean(Nose),hunch,0.76,Bad,0.86,0.26
21:04:32.672,Lean(Nose),tilt,0.85,Bad,0.35,0.52
21:04:37.530,Good,tilt,0.87,Bad,1.21,0.78
21:04:40.441,Lean(Nose),hunch,0.38,Bad,0.54,0.31
21:04:43.268,Lean(Nose),lean,0.64,Bad,0.60,0.42
21:04:46.035,Lean(Nose),lean,0.49,Bad,0.78,0.20
21:04:48.886,Lean(Nose),lean,0.84,Bad,0.56,0.45
21:04:51.662,Lean(Nose),lean,0.79,Bad,0.54,0.43
21:04:54.570,Lean(Nose),tilt,0.40,Bad,0.75,0.18
21:04:57.358,Lean(Nose),lean,0.47,Bad,0.79,0.35
21:05:00.254,Lean(Nose),lean,0.52,Bad,0.80,0.36
21:05:03.115,Good,lean,0.49,Good,0.91,0.20
21:05:05.935,Lean(Nose),lean,0.64,Bad,0.86,0.24
21:05:08.802,Lean(Nose),lean,0.86,Bad,0.59,0.43
21:05:11.566,Good,good,0.90,Good,0.90,0.20
21:05:14.533,Good,lean,0.49,Good,1.07,-0.07
21:05:17.286,Good,lean,0.50,Good,1.05,0.07
21:05:20.190,Good,lean,0.46,Good,1.08,0.11
21:05:22.953,Lean(Nose),lean,0.61,Bad,0.82,0.26
21:05:25.842,Lean(Nose),lean,0.78,Bad,0.46,0.59
21:05:28.623,Lean(Nose),lean,0.79,Bad,0.56,0.46
21:05:31.496,Lean(Nose),lean,0.67,Bad,0.71,0.27
21:05:34.255,Lean(Nose),lean,0.68,Bad,0.67,0.29
21:05:37.118,Lean(Nose),lean,0.67,Bad,0.80,0.32
21:05:39.886,Good,hunch,0.53,Good,1.13,0.04
21:05:42.859,Good,hunch,0.46,Good,1.10,-0.07
21:05:45.647,Lean(Nose),lean,0.61,Bad,0.71,0.26
21:05:48.519,Good,lean,0.53,Good,1.06,-0.01
21:05:51.311,Good,lean,0.44,Good,0.98,0.00
21:05:54.201,Lean(Nose),lean,0.57,Bad,0.63,0.32
21:05:56.985,Good,lean,0.42,Good,1.03,-0.04
21:05:59.853,Good,lean,0.43,Good,1.01,-0.01
21:06:02.607,Good,lean,0.45,Good,0.95,0.09
21:06:05.517,Good,lean,0.44,Good,0.99,-0.01
21:06:08.348,Good,lean,0.53,Good,0.88,0.18
21:06:11.174,Good,lean,0.43,Good,0.90,0.12
21:06:14.067,Hunch(Neck),lean,0.42,Bad,0.57,0.15
21:06:16.815,Good,good,0.79,Good,0.98,0.02
21:06:19.662,Good,good,0.80,Good,1.04,-0.02
21:06:22.434,Lean(Nose),good,0.87,Bad,0.80,0.19
21:06:25.345,Good,good,0.54,Good,1.00,0.01
21:06:28.116,Lean(Nose),hunch,0.82,Bad,0.85,0.21
21:06:31.019,Good,good,0.86,Good,1.01,0.06
21:06:33.783,Good,good,0.86,Good,0.96,0.11
21:06:36.696,Good,good,0.85,Good,0.97,0.11
21:06:39.460,Good,good,0.87,Good,0.96,0.14
21:06:42.394,Good,good,0.85,Good,0.99,0.10
21:06:45.148,Hunch(Neck),good,0.83,Bad,0.86,0.12
21:06:48.061,Good,tilt,0.68,Good,0.88,0.23
21:06:50.830,Good,good,0.91,Good,0.92,0.16
21:06:53.753,Lean(Nose),good,0.76,Bad,0.79,0.18
21:06:56.527,Lean(Nose),good,0.81,Bad,0.83,0.15
21:06:59.389,Lean(Nose),good,0.83,Bad,0.79,0.16
21:07:02.181,Hunch(Neck),good,0.87,Bad,0.87,0.03
21:07:05.004,Good,good,0.83,Good,1.05,0.01
21:07:07.880,Good,hunch,0.78,Bad,0.94,0.17
21:07:10.651,Good,hunch,0.63,Good,1.08,0.24
21:07:13.499,Good,hunch,0.74,Bad,1.07,0.19
21:07:16.250,Good,hunch,0.73,Bad,1.12,0.20
21:07:19.103,Good,hunch,0.78,Bad,1.09,0.26
21:07:21.876,Good,hunch,0.75,Bad,1.09,0.19
21:07:24.844,Good,hunch,0.75,Bad,1.17,0.23
21:07:27.607,Good,hunch,0.72,Bad,1.12,0.25
21:07:30.378,Good,hunch,0.70,Good,1.05,0.21
21:07:33.173,Good,hunch,0.69,Good,0.95,0.23
21:07:36.084,Good,hunch,0.72,Bad,0.95,0.29
21:07:38.832,Good,hunch,0.77,Bad,0.92,0.30
21:07:41.736,Good,hunch,0.76,Bad,0.92,0.22
21:07:44.512,Good,tilt,0.75,Bad,0.91,0.32
21:07:47.393,Good,hunch,0.74,Bad,0.92,0.24
21:07:50.238,Good,hunch,0.74,Bad,0.94,0.19
21:07:53.010,Good,hunch,0.78,Bad,0.90,0.25
21:07:55.853,Good,hunch,0.76,Bad,0.97,0.21
21:07:58.606,Good,hunch,0.76,Bad,0.94,0.19
21:08:01.452,Good,hunch,0.75,Bad,0.95,0.23
21:08:04.204,Good,hunch,0.74,Bad,0.99,0.26
21:08:07.074,Good,hunch,0.74,Bad,0.97,0.22
21:08:09.836,Good,hunch,0.76,Bad,0.89,0.24
21:08:12.719,Good,hunch,0.74,Bad,0.95,0.26
21:08:15.482,Good,hunch,0.77,Bad,0.96,0.24
21:08:18.389,Good,hunch,0.77,Bad,0.93,0.20
21:08:21.134,Good,good,0.85,Good,1.00,0.12
21:08:23.987,Good,hunch,0.90,Bad,0.91,0.28
21:08:26.728,Good,hunch,0.52,Good,1.06,0.02
21:08:29.599,Lean(Nose),lean,0.75,Bad,0.52,0.50
21:08:32.352,Lean(Nose),lean,0.44,Bad,0.61,0.28
21:08:35.232,Lean(Nose),lean,0.60,Bad,0.50,0.43
21:08:38.087,Lean(Nose),lean,0.49,Bad,0.57,0.39
21:08:40.882,Lean(Nose),lean,0.58,Bad,0.53,0.51
21:08:43.831,Lean(Nose),lean,0.49,Bad,0.58,0.38
21:08:46.601,Lean(Nose),lean,0.43,Bad,0.63,0.25
21:08:49.858,Lean(Nose),tilt,0.45,Bad,0.63,0.42
21:08:52.766,Lean(Nose),tilt,0.51,Bad,0.65,0.17
21:08:55.552,Lean(Nose),tilt,0.67,Bad,0.61,0.33
21:08:58.302,Good,good,0.99,Good,0.90,0.17
21:09:01.227,Lean(Nose),lean,0.48,Bad,0.80,0.19
21:09:03.999,Good,good,0.64,Good,1.04,0.09
21:09:06.889,Good,hunch,0.58,Good,0.94,0.20
21:09:09.638,Good,hunch,0.76,Bad,1.08,0.20
21:09:12.633,Good,hunch,0.77,Bad,1.01,0.22
21:09:15.372,Good,hunch,0.89,Bad,1.01,0.04
21:09:18.143,Good,hunch,0.59,Good,0.95,0.20
21:09:21.036,Lean(Nose),hunch,0.89,Bad,0.84,0.30
21:09:23.798,Good,hunch,0.88,Bad,0.90,0.24
21:09:26.622,Good,hunch,0.62,Good,0.93,0.24
21:09:29.387,Good,tilt,0.47,Good,0.88,0.09
21:09:32.262,Hunch(Neck),good,0.88,Bad,0.85,0.09
21:09:35.026,Lean(Nose),lean,0.48,Bad,0.63,0.48
21:09:37.906,Good,lean,0.44,Good,0.90,0.11
21:09:40.987,Hunch(Neck),lean,0.49,Bad,0.83,0.01
21:09:43.784,Lean(Nose),lean,0.64,Bad,0.55,0.46
21:09:46.545,Good,lean,0.47,Good,0.89,0.04
21:09:49.333,Lean(Nose),good,0.75,Bad,0.69,0.36
21:09:52.083,Lean(Nose),good,0.88,Bad,0.79,0.17
21:09:54.866,Lean(Nose),lean,0.45,Bad,0.70,0.25
21:09:58.066,Lean(Nose),good,0.87,Bad,0.86,0.18
21:10:00.919,Lean(Nose),hunch,0.84,Bad,0.74,0.31
21:10:03.715,Lean(Nose),good,0.82,Bad,0.66,0.29
21:10:06.476,Lean(Nose),good,0.87,Bad,0.77,0.28
21:10:09.350,Lean(Nose),lean,0.47,Bad,0.48,0.43
21:10:12.805,Lean(Nose),lean,0.40,Bad,0.59,0.20
21:10:15.706,Lean(Nose),lean,0.48,Bad,0.63,0.33
21:10:18.685,Hunch(Neck),lean,0.50,Bad,0.75,0.13
21:10:21.448,Lean(Nose),good,0.77,Bad,0.84,0.20
21:10:24.373,Lean(Nose),tilt,0.42,Bad,0.59,0.31
21:10:27.145,Lean(Nose),hunch,0.48,Bad,0.53,0.29
21:10:30.827,Lean(Nose),lean,0.55,Bad,0.68,0.27
21:10:33.601,Hunch(Neck),lean,0.38,Bad,0.76,0.08
21:10:37.145,Lean(Nose),hunch,0.95,Bad,0.74,0.32
21:10:39.952,Lean(Nose),hunch,0.65,Bad,0.87,0.22
21:10:42.780,Good,good,0.58,Good,0.97,0.16
21:10:45.704,Good,hunch,0.59,Good,0.94,0.19
21:10:48.462,Good,hunch,0.55,Good,1.01,0.07
21:10:51.464,Lean(Nose),hunch,0.66,Bad,0.55,0.17
21:10:54.204,Lean(Nose),hunch,0.73,Bad,0.60,0.19
21:10:57.035,Lean(Nose),tilt,0.49,Bad,0.58,0.23
21:10:59.799,Lean(Nose),hunch,0.79,Bad,0.83,0.25
21:11:02.700,Good,hunch,0.75,Bad,0.91,0.22
21:11:05.448,Lean(Nose),hunch,0.79,Bad,0.82,0.22
21:11:08.348,Lean(Nose),hunch,0.79,Bad,0.80,0.24
21:11:11.111,Lean(Nose),hunch,0.72,Bad,0.57,0.25
21:11:14.038,Lean(Nose),hunch,0.73,Bad,0.67,0.26
21:11:16.938,Lean(Nose),hunch,0.78,Bad,0.85,0.27
21:11:19.817,Lean(Nose),hunch,0.73,Bad,0.65,0.24
21:11:22.650,Lean(Nose),hunch,0.62,Bad,0.79,0.23
21:11:26.131,Hunch(Neck),lean,0.45,Bad,0.79,0.09
21:11:29.119,Lean(Nose),lean,0.54,Bad,0.53,0.35
21:11:31.861,Lean(Nose),good,0.76,Bad,0.67,0.39
21:11:34.932,Hunch(Neck),good,0.91,Bad,0.82,0.13
21:11:37.707,Lean(Nose),lean,0.48,Bad,0.66,0.22
21:11:40.539,Lean(Nose),lean,0.58,Bad,0.68,0.17
21:11:43.292,Good,hunch,0.38,Good,0.95,0.11
21:11:46.145,Hunch(Neck),hunch,0.52,Bad,0.84,0.11
21:11:48.905,Good,hunch,0.51,Good,0.93,0.08
21:11:51.814,Lean(Nose),lean,0.83,Bad,0.49,0.48
21:11:54.633,Lean(Nose),lean,0.92,Bad,0.40,0.55
21:11:57.436,Good,tilt,0.39,Good,0.95,0.12
21:12:00.833,Good,good,0.95,Good,0.94,0.23
21:12:04.030,Good,good,0.92,Good,1.06,0.23
21:12:06.822,Lean(Nose),lean,0.60,Bad,0.79,0.25
21:12:09.590,Lean(Nose),lean,0.51,Bad,0.67,0.32
21:12:12.471,Good,lean,0.51,Good,0.97,0.15
21:12:16.588,Lean(Nose),lean,0.69,Bad,0.83,0.23
21:12:19.499,Good,lean,0.37,Good,0.92,0.24
21:12:22.737,Good,hunch,0.39,Good,0.96,0.11
21:12:32.975,Good,good,0.88,Good,0.89,0.12
21:12:35.757,Good,hunch,0.56,Good,1.18,0.13
21:12:38.665,Good,hunch,0.72,Bad,0.93,0.21
21:12:41.930,Hunch(Neck),hunch,0.76,Bad,0.84,0.06
21:12:45.119,Hunch(Neck),tilt,0.85,Bad,0.85,0.14
21:12:48.164,Lean(Nose),hunch,0.74,Bad,0.85,0.26
21:12:51.935,Lean(Nose),hunch,0.43,Bad,0.76,0.25
21:12:55.037,Lean(Nose),hunch,0.59,Bad,0.86,0.25
21:12:57.995,Lean(Nose),hunch,0.64,Bad,0.79,0.24
21:13:00.723,Lean(Nose),hunch,0.72,Bad,0.81,0.24
21:13:03.662,Lean(Nose),hunch,0.73,Bad,0.82,0.25
21:13:06.700,Lean(Nose),hunch,0.53,Bad,0.72,0.32
21:13:10.593,Lean(Nose),hunch,0.66,Bad,0.72,0.34
21:13:13.666,Lean(Nose),hunch,0.66,Bad,0.79,0.26
21:13:16.494,Hunch(Neck),hunch,0.89,Bad,0.79,0.12
21:13:19.683,Hunch(Neck),hunch,0.65,Bad,0.76,0.06
21:13:22.882,Hunch(Neck),hunch,0.65,Bad,0.73,0.12
21:13:25.689,Lean(Nose),tilt,0.71,Bad,0.80,0.27
21:13:28.493,Lean(Nose),hunch,0.95,Bad,0.56,0.39
21:13:31.404,Lean(Nose),hunch,0.94,Bad,0.46,0.46
21:13:34.164,Good,hunch,0.75,Bad,0.95,0.17
21:13:37.070,Good,hunch,0.72,Bad,0.93,0.19
21:13:39.968,Good,hunch,0.76,Bad,0.96,0.24
21:13:43.645,Lean(Nose),hunch,0.62,Bad,0.66,0.26
21:13:47.186,Good,hunch,0.73,Bad,0.89,0.24
21:13:50.229,Lean(Nose),hunch,0.72,Bad,0.87,0.18
21:13:57.967,Lean(Nose),hunch,0.73,Bad,0.81,0.21
21:14:01.354,Good,hunch,0.72,Bad,0.88,0.17
21:14:05.494,Good,hunch,0.76,Bad,0.90,0.21
21:14:08.758,Good,hunch,0.72,Bad,0.89,0.21
21:14:12.279,Good,hunch,0.76,Bad,0.91,0.20
21:14:24.324,Lean(Nose),hunch,0.74,Bad,0.39,0.15
21:14:27.098,Lean(Nose),good,0.54,Bad,0.54,0.25
21:14:30.257,Lean(Nose),hunch,0.79,Bad,0.48,0.25
21:14:33.162,Good,hunch,0.63,Good,0.89,0.15
21:14:35.934,Lean(Nose),hunch,0.75,Bad,0.58,0.31
21:14:38.808,Lean(Nose),hunch,0.79,Bad,0.64,0.21
21:14:41.588,Lean(Nose),hunch,0.78,Bad,0.63,0.28
21:14:44.440,Lean(Nose),lean,0.52,Bad,0.43,0.49
21:14:47.223,Lean(Nose),hunch,0.51,Bad,0.52,0.39
21:14:50.124,Lean(Nose),hunch,0.56,Bad,0.48,0.44
21:14:52.884,Lean(Nose),hunch,0.66,Bad,0.51,0.41
21:14:55.783,Lean(Nose),hunch,0.62,Bad,0.57,0.35
21:14:58.535,Lean(Nose),hunch,0.77,Bad,0.63,0.29
21:15:02.840,Lean(Nose),tilt,0.42,Bad,0.81,0.17
21:15:05.708,Lean(Nose),hunch,0.83,Bad,0.79,0.17
21:15:09.623,Lean(Nose),hunch,0.60,Bad,0.85,0.21
21:15:12.513,Lean(Nose),lean,0.60,Bad,0.49,0.42
21:15:15.759,Hunch(Neck),lean,0.44,Bad,0.79,0.08
21:15:21.024,Hunch(Neck),tilt,0.76,Bad,0.44,0.12
21:15:25.792,Lean(Nose),hunch,0.59,Bad,0.61,0.32
21:15:29.041,Lean(Nose),hunch,0.50,Bad,0.67,0.35
21:15:31.850,Good,hunch,0.86,Bad,0.89,0.20
21:15:34.739,Lean(Nose),hunch,0.61,Bad,0.10,0.62
21:15:37.529,Lean(Nose),hunch,0.60,Bad,0.87,0.16
21:15:40.280,Lean(Nose),hunch,0.84,Bad,0.79,0.19
21:15:43.249,Lean(Nose),hunch,0.68,Bad,0.83,0.18
21:15:46.017,Good,tilt,0.72,Bad,1.06,0.13
21:15:48.967,Lean(Nose),hunch,0.70,Bad,0.77,0.16
21:15:51.746,Lean(Nose),hunch,0.73,Bad,0.84,0.19
21:15:54.622,Lean(Nose),hunch,0.69,Bad,0.86,0.22
21:15:57.364,Hunch(Neck),hunch,0.64,Bad,0.79,0.12
21:16:00.215,Lean(Nose),hunch,0.71,Bad,0.78,0.18
21:16:02.972,Lean(Nose),hunch,0.89,Bad,0.49,0.35
21:16:06.174,Good,tilt,0.74,Bad,0.92,0.26
21:16:08.985,Lean(Nose),hunch,0.77,Bad,0.79,0.29
21:16:11.822,Lean(Nose),hunch,0.75,Bad,0.87,0.21
21:16:14.739,Good,good,0.94,Good,1.04,0.06
21:16:17.491,Good,good,0.94,Good,0.98,0.07
21:16:20.389,Lean(Nose),hunch,0.90,Bad,0.75,0.32
21:16:23.185,Good,hunch,0.52,Good,0.88,0.27
21:16:26.076,Lean(Nose),good,0.63,Bad,0.67,0.30
21:16:28.846,Good,good,0.49,Good,0.99,0.08
21:16:31.731,Lean(Nose),hunch,0.90,Bad,0.79,0.19
21:16:34.515,Lean(Nose),hunch,0.87,Bad,0.66,0.25
21:16:37.378,Lean(Nose),hunch,0.87,Bad,0.69,0.21
21:16:40.124,Lean(Nose),hunch,0.96,Bad,0.51,0.32
21:16:42.961,Lean(Nose),hunch,0.96,Bad,0.57,0.26
21:16:45.730,Lean(Nose),hunch,0.81,Bad,0.79,0.15
21:16:48.597,Lean(Nose),hunch,0.87,Bad,0.72,0.21
21:16:51.373,Lean(Nose),hunch,0.94,Bad,0.63,0.22
21:16:54.265,Lean(Nose),hunch,0.92,Bad,0.54,0.35
21:16:57.151,Lean(Nose),hunch,0.88,Bad,0.46,0.39
21:16:59.929,Lean(Nose),hunch,0.94,Bad,0.58,0.29
21:17:02.815,Lean(Nose),hunch,0.94,Bad,0.65,0.23
21:17:05.574,Lean(Nose),hunch,0.97,Bad,0.59,0.27
21:17:08.448,Lean(Nose),hunch,0.50,Bad,0.48,0.29
21:17:11.490,Lean(Nose),hunch,0.77,Bad,0.87,0.29
21:17:14.381,Lean(Nose),hunch,0.79,Bad,0.79,0.32
21:17:17.137,Lean(Nose),hunch,0.76,Bad,0.76,0.31
21:17:19.992,Lean(Nose),hunch,0.75,Bad,0.76,0.25
21:17:22.760,Lean(Nose),hunch,0.76,Bad,0.76,0.29
21:17:25.691,Lean(Nose),hunch,0.78,Bad,0.82,0.26
21:17:28.461,Lean(Nose),hunch,0.59,Bad,0.81,0.18
21:17:31.358,Good,hunch,0.71,Bad,0.95,0.24
21:17:34.152,Lean(Nose),hunch,0.87,Bad,0.81,0.17
21:17:37.112,Lean(Nose),hunch,0.94,Bad,0.80,0.34
21:17:39.876,Lean(Nose),hunch,0.93,Bad,0.83,0.26
21:17:42.781,Lean(Nose),hunch,0.93,Bad,0.61,0.35
21:17:45.600,Lean(Nose),hunch,0.90,Bad,0.59,0.36
21:17:48.393,Lean(Nose),tilt,0.66,Bad,0.70,0.29
21:17:51.202,Good,tilt,0.77,Bad,0.88,0.27
21:17:54.010,Good,hunch,0.79,Bad,0.94,0.24
21:17:56.901,Good,hunch,0.79,Bad,0.97,0.27
21:17:59.671,Lean(Nose),hunch,0.68,Bad,0.77,0.21
21:18:02.559,Lean(Nose),hunch,0.86,Bad,0.81,0.16
21:18:05.313,Lean(Nose),hunch,0.82,Bad,0.57,0.20
21:18:08.253,Good,hunch,0.92,Bad,0.91,0.16
21:18:11.234,Good,hunch,0.79,Bad,1.01,0.26
21:18:14.077,Lean(Nose),hunch,0.93,Bad,0.83,0.24
21:18:16.831,Good,hunch,0.92,Bad,0.92,0.13
21:18:19.722,Good,hunch,0.86,Bad,1.01,0.03
21:18:22.470,Lean(Nose),hunch,0.92,Bad,0.79,0.25
21:18:25.308,Lean(Nose),hunch,0.93,Bad,0.80,0.20
21:18:28.091,Lean(Nose),hunch,0.93,Bad,0.78,0.20
21:18:31.076,Lean(Nose),hunch,0.92,Bad,0.81,0.20
21:18:33.830,Lean(Nose),hunch,0.93,Bad,0.81,0.21
21:18:36.812,Lean(Nose),hunch,0.93,Bad,0.81,0.20
21:18:39.580,Lean(Nose),hunch,0.93,Bad,0.79,0.23
21:18:42.741,Lean(Nose),tilt,0.41,Bad,0.75,0.21
21:18:45.987,Good,tilt,0.66,Good,0.92,0.33
21:18:48.754,Lean(Nose),hunch,0.94,Bad,0.84,0.28
21:18:51.584,Good,hunch,0.76,Bad,0.99,0.22
21:18:54.346,Good,hunch,0.78,Bad,0.98,0.22
21:18:57.247,Good,hunch,0.77,Bad,0.96,0.20
21:18:59.986,Lean(Nose),hunch,0.80,Bad,0.42,0.25
21:19:02.829,Lean(Nose),hunch,0.56,Bad,0.53,0.41
21:19:05.572,Hunch(Neck),hunch,0.43,Bad,0.76,0.13
21:19:08.648,Lean(Nose),lean,0.93,Bad,0.40,0.54
21:19:11.582,Lean(Nose),lean,0.52,Bad,0.23,0.44
21:19:15.964,Hunch(Neck),lean,0.52,Bad,0.87,0.07
21:19:18.746,Lean(Nose),tilt,0.82,Bad,0.84,0.18
21:19:22.329,Good,hunch,0.49,Good,1.00,0.06
21:19:25.133,Lean(Nose),tilt,0.47,Bad,0.74,0.20
21:19:28.052,Lean(Nose),hunch,0.67,Bad,0.73,0.16
21:19:30.836,Hunch(Neck),hunch,0.82,Bad,0.81,0.08
21:19:33.747,Hunch(Neck),hunch,0.82,Bad,0.87,0.10
21:19:36.490,Good,hunch,0.82,Bad,0.90,0.13
21:19:39.348,Lean(Nose),hunch,0.79,Bad,0.81,0.21
21:19:42.125,Lean(Nose),hunch,0.57,Bad,0.64,0.17
21:19:45.010,Lean(Nose),hunch,0.80,Bad,0.86,0.20
21:19:47.764,Lean(Nose),hunch,0.54,Bad,0.62,0.21
21:19:50.608,Lean(Nose),hunch,0.51,Bad,0.58,0.23
21:19:53.390,Lean(Nose),hunch,0.49,Bad,0.61,0.22
21:19:56.272,Lean(Nose),hunch,0.64,Bad,0.49,0.30
21:19:59.029,Good,hunch,0.85,Bad,1.05,0.01
21:20:01.905,Good,lean,0.54,Good,0.99,0.10
21:20:04.818,Lean(Nose),lean,0.50,Bad,0.86,0.28
21:20:07.610,Lean(Nose),lean,0.48,Bad,0.79,0.29
21:20:10.447,Good,lean,0.42,Good,0.88,0.27
21:20:13.743,Lean(Nose),lean,0.93,Bad,0.44,0.55
21:20:16.682,Lean(Nose),tilt,0.63,Bad,0.74,0.21
21:20:19.451,Lean(Nose),lean,0.57,Bad,0.87,0.19
21:20:22.358,Good,good,0.50,Good,0.97,0.10
21:20:25.108,Lean(Nose),lean,0.63,Bad,0.65,0.28
21:20:27.963,Lean(Nose),tilt,0.90,Bad,0.71,0.30
21:20:31.017,Good,tilt,0.54,Good,0.90,0.25
21:20:33.938,Lean(Nose),lean,0.49,Bad,0.83,0.26
21:20:36.695,Lean(Nose),lean,0.45,Bad,0.70,0.38
21:20:39.751,Lean(Nose),lean,0.59,Bad,0.66,0.36
21:20:42.552,Good,hunch,0.64,Good,1.00,0.23
21:20:45.348,Good,hunch,0.83,Bad,1.09,-0.09
21:20:48.206,Good,hunch,0.55,Good,1.07,0.21
21:20:50.969,Lean(Nose),hunch,0.53,Bad,0.54,0.54
21:20:53.892,Lean(Nose),hunch,0.98,Bad,0.65,0.40
21:20:56.643,Lean(Nose),hunch,0.84,Bad,0.84,0.26
21:20:59.501,Good,tilt,0.46,Good,1.04,0.27
21:21:02.319,Good,hunch,0.53,Good,0.92,0.19
21:21:05.123,Good,hunch,0.66,Good,0.98,0.14
21:21:07.875,Good,hunch,0.77,Bad,0.94,0.28
21:21:10.765,Good,hunch,0.77,Bad,0.94,0.22
21:21:13.509,Good,hunch,0.77,Bad,0.97,0.24
21:21:16.408,Good,hunch,0.76,Bad,0.98,0.20
21:21:19.158,Good,hunch,0.76,Bad,0.91,0.27
21:21:22.039,Good,hunch,0.78,Bad,0.89,0.28
21:21:24.817,Good,hunch,0.77,Bad,0.89,0.27
21:21:27.735,Good,hunch,0.75,Bad,0.98,0.21
21:21:30.601,Good,hunch,0.74,Bad,1.00,0.20
