label,person_id,nose_y,nose_x,nose_conf,left_eye_y,left_eye_x,left_eye_conf,right_eye_y,right_eye_x,right_eye_conf,left_ear_y,left_ear_x,left_ear_conf,right_ear_y,right_ear_x,right_ear_conf,left_shoulder_y,left_shoulder_x,left_shoulder_conf,right_shoulder_y,right_shoulder_x,right_shoulder_conf,left_elbow_y,left_elbow_x,left_elbow_conf,right_elbow_y,right_elbow_x,right_elbow_conf,left_wrist_y,left_wrist_x,left_wrist_conf,right_wrist_y,right_wrist_x,right_wrist_conf,left_hip_y,left_hip_x,left_hip_conf,right_hip_y,right_hip_x,right_hip_conf,left_knee_y,left_knee_x,left_knee_conf,right_knee_y,right_knee_x,right_knee_conf,left_ankle_y,left_ankle_x,left_ankle_conf,right_ankle_y,right_ankle_x,right_ankle_conf
hunch,1,0.42507187,0.5130587,0.52931255,0.3230172,0.594286,0.6878425,0.31572723,0.42883644,0.5636101,0.3892985,0.69585574,0.42683083,0.36850223,0.33168226,0.46144757,0.8340704,0.81611484,0.5276194,0.8514091,0.14172685,0.46735707,0.86875135,0.88436526,0.03300862,0.95899487,0.07383645,0.1292065,0.5191077,0.69351214,0.00819536,0.6762016,0.38003585,0.036511738,0.98202,0.74697095,0.073662885,1.0020989,0.29807842,0.06570161,0.88558877,0.8572863,0.063670546,0.88041604,0.10238506,0.09424336,0.4052537,0.8757396,0.054747038,0.98068506,0.008711301,0.018730177
hunch,1,0.42288002,0.5096899,0.4504452,0.32581565,0.5901463,0.69320583,0.31786695,0.4286975,0.6343895,0.4029172,0.69244325,0.488861,0.38362095,0.32923356,0.5358757,0.83538765,0.8140474,0.5600251,0.8441419,0.14726196,0.40563008,0.86894244,0.8839803,0.031975012,0.95762765,0.0591865,0.15916295,0.5236324,0.68795675,0.007735937,0.6751278,0.38166064,0.035294443,0.980948,0.76398885,0.08208225,0.9182519,0.17301485,0.013581057,0.87502116,0.8658967,0.09371736,0.88122916,0.09826375,0.09921989,0.833342,0.8863756,0.031146377,0.9539609,0.013233916,0.02340208
hunch,1,0.40964872,0.51615614,0.48546332,0.32219228,0.59804165,0.65681905,0.31662518,0.4341425,0.58875227,0.39446706,0.6869254,0.37762192,0.36899787,0.33354852,0.47318766,0.8378712,0.81442106,0.5239148,0.86290866,0.13723655,0.45199206,0.86984885,0.8877076,0.03677704,0.95832056,0.072066806,0.16261138,0.5229048,0.6910485,0.006856575,0.7176493,0.39557076,0.03324481,0.9823163,0.7289939,0.06791055,1.0016254,0.3183992,0.07481609,0.87177414,0.8705284,0.121155806,0.88165474,0.10117707,0.09683746,0.85088605,0.9042923,0.036046576,0.9814065,0.3520078,0.041372065
hunch,1,0.41299543,0.51336354,0.47278357,0.32353157,0.5939926,0.7011781,0.31788114,0.4316376,0.6198851,0.39221326,0.68912923,0.41817138,0.3733089,0.33511475,0.4788401,0.8401689,0.8140944,0.50712633,0.86078864,0.13227433,0.4949753,0.8717076,0.8889345,0.031363633,0.9737853,0.05682205,0.16979182,0.5211021,0.6956717,0.0065548006,0.67416626,0.3784358,0.03278376,0.9818334,0.74555117,0.080373004,1.0030245,0.29841366,0.06678365,0.8766581,0.8722425,0.11286631,0.8810337,0.102598436,0.10128581,0.8511828,0.90253884,0.030580742,0.8667781,0.02120867,0.031961385
hunch,1,0.42405283,0.51911086,0.45720515,0.3233817,0.59673005,0.68762136,0.31851545,0.43429574,0.54983425,0.39125544,0.6919276,0.4346187,0.3710832,0.33590025,0.5214006,0.84414923,0.8242458,0.51134264,0.86098915,0.13523373,0.47134915,0.8689117,0.8864642,0.035915542,0.9583004,0.070857584,0.12303432,0.5364113,0.7080348,0.0056138015,0.69055206,0.39289686,0.033624236,0.9803651,0.76444244,0.07794266,0.9321649,0.15917042,0.014762718,0.8750242,0.8674873,0.08221033,0.88064474,0.10210573,0.091336824,1.0136493,0.7710334,0.02134877,0.9863684,0.33526045,0.03732877
hunch,1,0.41176197,0.5316151,0.54159117,0.3255234,0.6109641,0.50719106,0.31966418,0.45308784,0.6526506,0.40570295,0.69971734,0.52478945,0.38597858,0.33106783,0.51567996,0.8426281,0.81779987,0.5036154,0.8483186,0.13937339,0.5128032,0.8742749,0.88552004,0.052291423,0.95878243,0.058362756,0.12563935,0.4653655,0.8938561,0.03609088,0.69499975,0.39409304,0.019216757,0.98106843,0.7637956,0.08085665,1.0034281,0.29838032,0.06429262,0.88204134,0.8643311,0.07528237,0.876139,0.103491254,0.106183365,0.5253642,0.90118504,0.051707394,0.8446423,0.021321213,0.036588665
hunch,1,0.40778753,0.536838,0.5175607,0.32287025,0.61622685,0.580019,0.3091268,0.461123,0.52103305,0.4041432,0.6997063,0.55968297,0.37786907,0.33601114,0.5966194,0.84404814,0.822768,0.4910123,0.85262823,0.142355,0.47465727,0.8697068,0.8837742,0.033019695,0.9587858,0.062375028,0.1396874,0.4668084,0.9045838,0.03457215,0.9874879,0.30302116,0.05118481,0.9806784,0.7652076,0.075563915,0.9285877,0.14013155,0.014443738,0.8724197,0.86669976,0.10685822,0.8810234,0.09915962,0.09240488,0.4904066,0.90868294,0.052851792,1.00501,0.26860544,0.021645777
hunch,1,0.40795216,0.55338544,0.66136754,0.3200765,0.6341415,0.609137,0.30267635,0.47005588,0.65450746,0.39240327,0.71334654,0.3659915,0.368151,0.34191322,0.62848556,0.84208405,0.8265249,0.54054296,0.85260266,0.14432813,0.50004506,0.8694799,0.8865296,0.0366129,0.9507578,0.06277686,0.117419496,0.4693741,0.9062841,0.021621546,0.98379165,0.30711228,0.057454173,0.9814784,0.76327324,0.08244104,0.9513426,0.13751358,0.015126216,0.8731043,0.86995745,0.10765109,0.9998928,0.32182875,0.19380441,1.0068055,0.8358678,0.023881936,0.9869837,0.3333231,0.03012752
hunch,1,0.4329395,0.58295643,0.4334678,0.34119076,0.650277,0.60472584,0.32728598,0.49851888,0.49304914,0.40717497,0.74522007,0.3915885,0.38033667,0.3689813,0.65244305,0.85792875,0.84026605,0.47184366,0.83553463,0.1842157,0.4297226,0.8808857,0.899193,0.046203416,0.97403175,0.06076413,0.22952755,0.41852498,0.87275743,0.014519686,0.9837018,0.32693213,0.06769366,0.9946643,0.51959217,0.03377819,0.9389357,0.086852066,0.022003006,0.8812205,0.88346523,0.091217436,0.8966413,0.11158036,0.09837799,0.8355328,0.9095006,0.039215606,0.9823052,0.36624798,0.037326626
hunch,1,0.4329395,0.58295643,0.4334678,0.34119076,0.650277,0.60472584,0.32728598,0.49851888,0.49304914,0.40717497,0.74522007,0.3915885,0.38033667,0.3689813,0.65244305,0.85792875,0.84026605,0.47184366,0.83553463,0.1842157,0.4297226,0.8808857,0.899193,0.046203416,0.97403175,0.06076413,0.22952755,0.41852498,0.87275743,0.014519686,0.9837018,0.32693213,0.06769366,0.9946643,0.51959217,0.03377819,0.9389357,0.086852066,0.022003006,0.8812205,0.88346523,0.091217436,0.8966413,0.11158036,0.09837799,0.8355328,0.9095006,0.039215606,0.9823052,0.36624798,0.037326626
hunch,1,0.4121685,0.592392,0.6182674,0.3307576,0.667285,0.46140787,0.31919032,0.5048349,0.55989957,0.4009219,0.7785686,0.44297644,0.3669319,0.40191278,0.63643605,0.8666629,0.8564103,0.34710452,0.84152365,0.19802974,0.3599266,0.89497566,0.9150208,0.03474382,0.94715,0.049167294,0.18600805,0.33497673,0.8512269,0.021326724,0.9780785,0.3638607,0.08518916,0.9883623,0.49706662,0.051439542,0.87554795,0.08256177,0.02024296,0.9010097,0.88775396,0.080212474,0.9104379,0.030107481,0.07525265,0.83839905,0.91549015,0.06558469,0.8850468,0.01562888,0.07063388
hunch,1,0.4121685,0.592392,0.6182674,0.3307576,0.667285,0.46140787,0.31919032,0.5048349,0.55989957,0.4009219,0.7785686,0.44297644,0.3669319,0.40191278,0.63643605,0.8666629,0.8564103,0.34710452,0.84152365,0.19802974,0.3599266,0.89497566,0.9150208,0.03474382,0.94715,0.049167294,0.18600805,0.33497673,0.8512269,0.021326724,0.9780785,0.3638607,0.08518916,0.9883623,0.49706662,0.051439542,0.87554795,0.08256177,0.02024296,0.9010097,0.88775396,0.080212474,0.9104379,0.030107481,0.07525265,0.83839905,0.91549015,0.06558469,0.8850468,0.01562888,0.07063388
hunch,1,0.41269532,0.6047349,0.51435584,0.3281337,0.68600994,0.4836883,0.318039,0.5247439,0.52223957,0.38852537,0.78913116,0.34952098,0.3628467,0.41167486,0.7006866,0.87908554,0.864005,0.37488037,0.8521815,0.206143,0.3554953,0.90139925,0.9190671,0.03821902,0.95392275,0.056194566,0.18596695,0.28713694,0.8529298,0.023494888,0.6582936,0.47659323,0.031600814,0.8348322,0.39905342,0.012595524,0.84352785,0.021997666,0.024423487,0.90495193,0.89031327,0.0989059,0.8966353,0.026021278,0.08067247,0.8585522,0.92912745,0.052850615,0.8838666,0.014832989,0.0755558
hunch,1,0.4279183,0.63550514,0.5619731,0.3276543,0.70593005,0.50053054,0.30736494,0.53817624,0.5869665,0.38116294,0.80275714,0.36155096,0.36150235,0.41847953,0.61541146,0.8625894,0.85467637,0.38641974,0.844065,0.19556157,0.3303572,0.8964047,0.9181209,0.04236314,0.94342655,0.03420249,0.19841966,0.31454402,0.8546851,0.01941249,0.6371812,0.56644994,0.012370832,0.83550125,0.39371213,0.012643777,0.9077942,0.029616078,0.061365712,1.0156169,0.86982715,0.06165441,0.91276276,0.027774485,0.08402196,0.91434187,0.021094779,0.0516755,0.8867239,0.014684258,0.07519876
hunch,1,0.4418249,0.6343001,0.57178384,0.32872674,0.69685173,0.47927627,0.313562,0.5319748,0.64197457,0.38191602,0.79709244,0.36471847,0.36851346,0.41157988,0.65429705,0.85648954,0.8450252,0.4030819,0.83984363,0.2425644,0.37424728,0.90758,0.034194224,0.121616416,0.9497566,0.029725272,0.21340336,0.35067764,0.85594034,0.018671481,0.977804,0.34831363,0.080360144,0.99723077,0.4669633,0.0619023,0.8759588,0.024588842,0.03537698,1.0098529,0.9020005,0.048396375,1.0034294,0.3628345,0.1663109,0.91213965,0.018220825,0.049516935,0.8848617,0.015250642,0.06789284
hunch,1,0.42807162,0.6327929,0.5009651,0.32710856,0.7055327,0.46927166,0.30409214,0.53200376,0.6490853,0.34849772,0.8096491,0.35604036,0.354868,0.41025224,0.6401049,0.8719161,0.8607788,0.43119487,0.8408824,0.2065463,0.32310218,0.89020324,0.90846974,0.03183149,0.9415398,0.058725033,0.16930483,0.32760805,0.84981394,0.018109238,0.6589577,0.5637566,0.017481072,0.99691486,0.48824355,0.05220812,0.9070679,0.032148875,0.05920174,0.88861567,0.89274937,0.11510521,0.896203,0.026907137,0.08513203,0.9120966,0.0180188,0.049353294,0.8856276,0.01565699,0.07539665
hunch,1,0.44493034,0.63173115,0.6091147,0.32969606,0.69640034,0.51976603,0.31480247,0.53005105,0.5867194,0.38236353,0.8011257,0.3453824,0.36890104,0.4074973,0.70377433,0.8589713,0.8454319,0.4124788,0.8246494,0.21628566,0.33806446,0.8888748,0.90081125,0.024920948,0.9492184,0.0576782,0.17329542,0.3772915,0.8601787,0.01867807,0.98167616,0.3456141,0.066231795,0.99694467,0.46853042,0.056250967,0.907817,0.032231428,0.053818557,1.0112554,0.90172267,0.044855647,0.9142368,0.11540343,0.09341012,0.8362392,0.9121306,0.03634449,0.8847542,0.014649655,0.064282574
hunch,1,0.42747495,0.6161455,0.5687523,0.33165538,0.6919165,0.5291302,0.31976673,0.5247247,0.56744766,0.38445872,0.7838283,0.46164694,0.36941174,0.40345874,0.6394628,0.8682608,0.8563304,0.42797124,0.84310305,0.2404043,0.40485722,0.87989587,0.9046649,0.04595333,0.96314365,0.06477951,0.20650195,0.35673955,0.85549134,0.023404926,0.6574371,0.47400284,0.027552683,0.98906356,0.47780514,0.04970346,0.9060621,0.034943927,0.04828746,0.8799662,0.8874109,0.12216208,0.9997468,0.36362302,0.19099213,0.8364432,0.91406435,0.051320873,0.8791477,0.01464243,0.061936077
hunch,1,0.43099517,0.5980755,0.4860611,0.33970833,0.6679936,0.3818406,0.31777608,0.502799,0.56042475,0.4056454,0.75992894,0.48232383,0.36237454,0.3962405,0.5896754,0.8541476,0.8422063,0.42121467,0.832687,0.19699958,0.4142268,0.8764658,0.89817935,0.053433497,0.9739301,0.06420079,0.23710333,0.35588765,0.83273065,0.021169838,0.9822736,0.34594798,0.07551469,0.9963175,0.49610072,0.039523277,0.909685,0.04013176,0.030881742,0.8773048,0.8874423,0.13135257,1.0050586,0.38541922,0.18937054,0.83321834,0.9115238,0.042996127,0.8770094,0.018174488,0.050783206
hunch,1,0.42615867,0.5925484,0.52970135,0.3312278,0.6546047,0.43970564,0.3199564,0.5021335,0.48305357,0.4054796,0.7543198,0.45107755,0.365579,0.39736912,0.54528016,0.8619861,0.84730905,0.44389996,0.8260018,0.1919823,0.38297093,0.87823975,0.89772546,0.04799673,0.9799609,0.06502276,0.1852305,0.35310945,0.829483,0.01363799,0.6939492,0.60415,0.008971051,0.98838854,0.52301466,0.034136157,0.87804794,0.09854861,0.013073732,0.87618786,0.88803905,0.12752256,1.0021777,0.40809825,0.22578642,1.0004853,0.853395,0.030664995,0.98291975,0.36610353,0.042779516
hunch,1,0.4108476,0.5801312,0.5769835,0.3297531,0.652327,0.48471847,0.31961095,0.5009751,0.5948104,0.40495965,0.7563452,0.4390165,0.35968193,0.39807278,0.59140325,0.8623098,0.84922206,0.43346733,0.8249189,0.1949291,0.36587483,0.87847525,0.90137404,0.057215758,0.9670855,0.06839132,0.18257757,0.33970094,0.8859042,0.031102391,0.6758926,0.5809451,0.016689023,0.9904366,0.5030884,0.036900822,0.8734932,0.0995132,0.016703954,0.87528783,0.8845018,0.12411475,0.9981303,0.36360568,0.18375936,0.8345834,0.9121613,0.04553592,0.8745989,0.01939031,0.06308985
hunch,1,0.4157689,0.5810115,0.49246737,0.33196548,0.65349406,0.44876522,0.32247987,0.5002127,0.597203,0.40093985,0.7566745,0.44749165,0.36826438,0.39110014,0.59563625,0.86057335,0.8450077,0.4383027,0.82353896,0.19427983,0.38495195,0.8775109,0.90103406,0.06061831,0.9696278,0.0724896,0.18270056,0.35342646,0.8317274,0.01140896,0.64011914,0.4643077,0.037847567,0.98132503,0.74640757,0.069359235,0.857303,0.087430075,0.010936626,0.8765396,0.8837581,0.1065131,1.0015948,0.4064517,0.21962574,1.0007226,0.85277015,0.033201274,0.98003805,0.381332,0.046829652
tilt,1,0.4374749,0.7264551,0.5914116,0.39107728,0.78149974,0.4877911,0.33083314,0.6916712,0.4577575,0.41580927,0.78595537,0.34893686,0.2595236,0.54205567,0.5446583,0.73928964,0.7953985,0.74175715,0.6744143,0.20789772,0.8349533,0.76629996,0.8395874,0.019840509,0.9798705,0.085169904,0.11040082,0.75338244,0.85562664,0.019469984,0.9904991,0.39910793,0.04803898,1.0205922,0.5999165,0.031046897,0.99407214,0.04752718,0.013810923,0.7666697,0.8151709,0.106930226,1.0197753,0.4936551,0.10250036,1.0083016,0.39240292,0.020793626,0.9954834,0.40558273,0.021412287
tilt,1,0.4377946,0.7272851,0.5656471,0.38691124,0.7832522,0.5092735,0.32910147,0.69630134,0.3638628,0.40575072,0.7901512,0.31132835,0.25694698,0.5441924,0.51209784,0.73893684,0.7982924,0.6984674,0.67165375,0.20636287,0.77289057,0.77167106,0.8399711,0.016266897,0.9810683,0.08750206,0.1276787,0.75437504,0.8578401,0.01777502,0.9920794,0.39758545,0.046300285,1.0219767,0.6013179,0.028709784,0.994041,0.050609805,0.013599173,0.76870793,0.81454396,0.100374565,1.0179759,0.4937833,0.11031149,1.0080211,0.40789288,0.02001585,0.9943479,0.42110035,0.021848405
tilt,1,0.43536264,0.7269945,0.5285983,0.38528723,0.7847162,0.5202968,0.3265012,0.69392806,0.4835141,0.40772015,0.7928487,0.30339578,0.2574908,0.54505205,0.5224384,0.7414917,0.7967386,0.70263684,0.67265326,0.20648938,0.7837695,0.7709467,0.83786905,0.016651649,0.98526776,0.08675763,0.11226325,0.754569,0.85785866,0.017409312,0.24408324,0.66709256,0.055341873,1.0218517,0.60068345,0.029849686,1.01086,0.10610819,0.0191369,0.7716327,0.8128835,0.08837325,1.0189186,0.49397275,0.11790837,1.009169,0.4086162,0.019224621,0.99703115,0.4029815,0.020023514
tilt,1,0.4383263,0.7251659,0.5767772,0.39222452,0.7801677,0.49281546,0.33218485,0.6903942,0.48660254,0.40960848,0.7896312,0.28604284,0.25959224,0.54250014,0.5404991,0.74135715,0.79709536,0.6714147,0.67457986,0.20699367,0.83285093,0.767847,0.8459383,0.022123875,0.98529154,0.08796807,0.11236748,0.75434947,0.8657101,0.024047717,0.24300557,0.6661579,0.055965766,1.0185071,0.56401616,0.028800456,0.9935195,0.048646446,0.0141246915,0.76900727,0.81673616,0.11262111,1.0179762,0.5148215,0.095796235,1.0094415,0.42505735,0.017217731,0.9973403,0.40364096,0.019958539
tilt,1,0.4380215,0.72542214,0.57644796,0.38888422,0.7812724,0.49406216,0.33054608,0.69097567,0.50600314,0.4083114,0.790686,0.33335355,0.25803536,0.5424738,0.53352344,0.7401871,0.7973407,0.69931746,0.6751764,0.20672064,0.82737637,0.76962465,0.83959544,0.019196188,0.98337287,0.08502311,0.11771026,0.75782686,0.8585646,0.018880503,0.99100614,0.39839426,0.05198847,1.0181464,0.56236833,0.03028835,0.99433863,0.045246907,0.014612128,0.76895356,0.8146544,0.10443984,1.0189058,0.49506468,0.09881426,1.0075297,0.40747213,0.020395122,0.9957508,0.40498233,0.02135987
tilt,1,0.43829328,0.72631216,0.56173825,0.38670006,0.7821072,0.48042506,0.32774624,0.6917666,0.50184774,0.40723014,0.78984356,0.3239527,0.26344264,0.542193,0.57609296,0.73997635,0.7964268,0.687812,0.6742255,0.20647997,0.8290035,0.7691838,0.8364804,0.018093698,0.98322016,0.08674519,0.119101115,0.7465437,0.8410493,0.014249767,0.24335493,0.6654387,0.050674822,1.0192599,0.56495345,0.027277313,1.0105587,0.10657984,0.019042125,0.76720464,0.8126235,0.10443143,1.0188563,0.49387088,0.100767285,1.009686,0.4433144,0.019111423,0.9987246,0.40314332,0.019411027
tilt,1,0.43802124,0.7238878,0.57941127,0.3907568,0.7786562,0.5555618,0.32796034,0.69161904,0.515592,0.42122766,0.7907385,0.36871675,0.26280266,0.5469806,0.61988425,0.7366219,0.79798126,0.71757567,0.67253584,0.20748779,0.7715,0.7709736,0.83569574,0.014436628,0.9817088,0.08397788,0.12201813,0.75117564,0.81453943,0.0067604086,0.9918703,0.39917928,0.047956754,1.0222181,0.5998801,0.027969396,0.99432814,0.049981087,0.013412003,0.76772565,0.8122396,0.08289575,1.0196488,0.49447745,0.09658832,1.0081489,0.40845788,0.020001218,0.9969732,0.40553036,0.020102557
tilt,1,0.43787205,0.7267724,0.5628524,0.39010844,0.78110886,0.53655314,0.32675484,0.6934735,0.51119244,0.4192065,0.7944571,0.3907407,0.26189962,0.54870856,0.60377717,0.7378898,0.796524,0.72322786,0.6722786,0.20705463,0.7748734,0.77114826,0.83706063,0.014789595,0.98333687,0.08615159,0.10406565,0.75174046,0.8150572,0.006868223,0.24375468,0.66702646,0.052437544,1.0208952,0.5813828,0.02718829,0.9937474,0.047491074,0.013358801,0.76913,0.81535566,0.07800417,1.0204196,0.5152268,0.09014696,1.0127163,0.40605062,0.018996466,0.99917626,0.42143163,0.019106025
tilt,1,0.43796083,0.7261263,0.5791818,0.39373475,0.7791492,0.6117557,0.3280487,0.6905346,0.47557834,0.4245615,0.79132044,0.37420675,0.26547697,0.5472447,0.6836842,0.7386917,0.7951929,0.73183954,0.6721349,0.20731296,0.77104676,0.9951915,0.86971587,0.019363476,0.98042995,0.0828774,0.12585598,0.75503254,0.81502354,0.0064320634,0.99083793,0.39653063,0.0461373,1.0215052,0.6000078,0.027505212,0.99499226,0.04614451,0.013497515,0.7693902,0.8159146,0.098281704,1.0178645,0.51477736,0.10903581,1.0076381,0.40758845,0.01922575,0.99569136,0.40359926,0.020699814
tilt,1,0.43591264,0.7266986,0.5413208,0.39078322,0.77963287,0.55463827,0.3252932,0.6891942,0.45252362,0.42233664,0.792559,0.37783083,0.26249525,0.54653245,0.63615066,0.73822635,0.7945929,0.7359582,0.6745733,0.20434101,0.8267316,0.9968937,0.8697621,0.017943911,0.98827803,0.0913172,0.11115939,0.7423573,0.84561014,0.010859132,0.24420147,0.6654103,0.05003686,1.0187768,0.5647838,0.02623416,0.99406487,0.050225243,0.013864338,0.7679142,0.81477875,0.080132484,1.019009,0.49476662,0.09991429,1.0090222,0.40749446,0.018123562,0.9964203,0.40296784,0.019032696
tilt,1,0.43041193,0.7301891,0.4282976,0.39118752,0.7802559,0.5644781,0.32638103,0.69417256,0.3736255,0.41036364,0.7913555,0.3034539,0.26324064,0.54865015,0.65367913,0.73463756,0.79749,0.69590735,0.6719689,0.20749146,0.7757251,0.77003074,0.8420156,0.016867388,0.98045456,0.08623192,0.13381584,0.7559525,0.8422416,0.012688177,0.9910859,0.39806223,0.04750372,1.0231497,0.6003458,0.026389178,1.0116248,0.10762644,0.017365098,0.7656626,0.8139376,0.09989684,1.0188671,0.5138518,0.10488743,1.0066963,0.42601404,0.021948224,0.99592257,0.40462905,0.020955749
tilt,1,0.43862793,0.7303596,0.52612597,0.39174646,0.7812635,0.5486759,0.32779443,0.6958404,0.4018427,0.40802905,0.79358333,0.30699942,0.26292956,0.54940337,0.6570147,0.7369985,0.79619247,0.7445005,0.67155045,0.20800301,0.78182375,0.77031237,0.8388595,0.017678225,0.9823677,0.085929886,0.12621565,0.75324976,0.8182928,0.0068195355,0.2838452,0.5787841,0.052104454,1.019873,0.56493044,0.026724752,1.011812,0.08518246,0.016462184,0.76699346,0.8151388,0.11164566,1.0188947,0.51463497,0.10134027,1.0060403,0.42541367,0.0203596,0.99455494,0.40492705,0.02088702
tilt,1,0.43862793,0.7303596,0.52612597,0.39174646,0.7812635,0.5486759,0.32779443,0.6958404,0.4018427,0.40802905,0.79358333,0.30699942,0.26292956,0.54940337,0.6570147,0.7369985,0.79619247,0.7445005,0.67155045,0.20800301,0.78182375,0.77031237,0.8388595,0.017678225,0.9823677,0.085929886,0.12621565,0.75324976,0.8182928,0.0068195355,0.2838452,0.5787841,0.052104454,1.019873,0.56493044,0.026724752,1.011812,0.08518246,0.016462184,0.76699346,0.8151388,0.11164566,1.0188947,0.51463497,0.10134027,1.0060403,0.42541367,0.0203596,0.99455494,0.40492705,0.02088702
tilt,1,0.43798158,0.72798735,0.5573142,0.38480318,0.78466874,0.48332256,0.3245578,0.6939829,0.3702142,0.4089644,0.7934885,0.29835176,0.2630491,0.5486961,0.6434174,0.73809457,0.7986939,0.6821315,0.6723835,0.20727842,0.8138269,0.76839393,0.8457489,0.017833557,0.9830939,0.082338616,0.12575205,0.7527096,0.85846585,0.018769005,0.26977456,0.5898174,0.052543193,1.0215708,0.5821022,0.027401812,0.9946234,0.047169175,0.013521471,0.76682544,0.81677294,0.10738356,1.0184754,0.5145986,0.103620686,1.0058727,0.40739283,0.019918142,0.9941206,0.40390825,0.019827668
tilt,1,0.43629956,0.72759074,0.50692946,0.3841695,0.78642076,0.4018573,0.32219335,0.69555956,0.4016995,0.42526737,0.7970342,0.4208229,0.26245847,0.547791,0.66289955,0.7394768,0.7963794,0.7409102,0.67614883,0.20694676,0.8354856,0.99463105,0.86919296,0.020274483,0.9843935,0.08828209,0.114883214,0.7460719,0.8451917,0.0125866905,0.9920516,0.39835772,0.04702126,1.0194522,0.58148754,0.029250622,0.99400437,0.044627156,0.013956571,0.7690877,0.81553537,0.100001715,1.0168577,0.4953766,0.107710935,1.0084081,0.4431738,0.01830255,0.99698967,0.40501592,0.020308407
tilt,1,0.42882577,0.7285713,0.40255192,0.38341087,0.78788954,0.46731108,0.32375735,0.69798654,0.47565788,0.42375496,0.7938754,0.38288683,0.2639241,0.5502639,0.6797527,0.7399792,0.79956377,0.74604803,0.67240167,0.20901443,0.7764704,0.767782,0.8443914,0.01754609,0.981425,0.085457906,0.13870798,0.745094,0.861905,0.018595217,0.99221635,0.4171057,0.043006103,1.0166658,0.5633659,0.030768424,1.0098768,0.10675229,0.01903416,0.7676744,0.81883174,0.116953015,1.0168818,0.5145639,0.121779606,1.0091971,0.42569324,0.017929617,0.998115,0.40537494,0.018623333
tilt,1,0.44720125,0.72928697,0.425169,0.40492243,0.7858292,0.51327753,0.33511665,0.7005445,0.45251575,0.44283268,0.795816,0.4332645,0.27130565,0.5542101,0.6589151,0.7402051,0.79604644,0.7120934,0.67035645,0.21027514,0.7918477,0.7697939,0.84515953,0.0183066,0.98236907,0.08369791,0.13483144,0.7570512,0.8594155,0.018891519,0.99206114,0.3995122,0.0484233,1.0171732,0.56226957,0.031349428,1.0104328,0.085608914,0.018694377,0.768113,0.81766707,0.103019394,1.0166823,0.5152118,0.12582566,1.0101883,0.39060447,0.02113085,0.9972682,0.40519983,0.02100347
tilt,1,0.44720125,0.72928697,0.425169,0.40492243,0.7858292,0.51327753,0.33511665,0.7005445,0.45251575,0.44283268,0.795816,0.4332645,0.27130565,0.5542101,0.6589151,0.7402051,0.79604644,0.7120934,0.67035645,0.21027514,0.7918477,0.7697939,0.84515953,0.0183066,0.98236907,0.08369791,0.13483144,0.7570512,0.8594155,0.018891519,0.99206114,0.3995122,0.0484233,1.0171732,0.56226957,0.031349428,1.0104328,0.085608914,0.018694377,0.768113,0.81766707,0.103019394,1.0166823,0.5152118,0.12582566,1.0101883,0.39060447,0.02113085,0.9972682,0.40519983,0.02100347
tilt,1,0.41941038,0.75562185,0.54146755,0.3754481,0.80871874,0.4891609,0.31728086,0.7199342,0.42795664,0.41926327,0.81646216,0.42924273,0.26161948,0.56029963,0.5424478,0.74069196,0.7979102,0.7247679,0.67335296,0.2149127,0.82201576,0.77138335,0.8410579,0.022273991,0.98517257,0.08503897,0.123560816,0.75299686,0.83209556,0.012124024,0.9840478,0.40120772,0.062425926,1.0171642,0.5434177,0.037153967,0.9948686,0.041932177,0.014610356,0.7716739,0.8173305,0.12068068,1.0142293,0.5144317,0.13214056,1.0018824,0.44551814,0.021715347,0.99390584,0.38942802,0.022246175
tilt,1,0.44444576,0.758129,0.603773,0.40113226,0.80958116,0.5395516,0.33554235,0.7229275,0.4295901,0.42881185,0.8142498,0.36886075,0.26472014,0.56437576,0.66064095,0.74137473,0.8051302,0.7506292,0.6720842,0.21339288,0.7827127,0.7716288,0.846923,0.024700271,0.98337317,0.08967445,0.14464295,0.7614399,0.83303404,0.011439102,0.985928,0.39883065,0.061523777,1.0163075,0.54417604,0.037767775,0.9947198,0.04753706,0.014704727,0.77072334,0.8230577,0.13194518,1.014662,0.5150155,0.13219148,1.0071177,0.3886592,0.024197841,0.99371773,0.40539324,0.021047339
tilt,1,0.42672458,0.76796114,0.45440575,0.3784784,0.82168436,0.32185686,0.3276775,0.7280391,0.4136128,0.4068806,0.8339843,0.32346013,0.2619384,0.5698357,0.6844312,0.7429098,0.8096161,0.72749615,0.6711412,0.21722537,0.79092455,0.7672111,0.85317236,0.040422283,0.98376244,0.09042488,0.15163767,0.7459885,0.8491536,0.018995665,0.9860842,0.39993903,0.059966717,1.0172907,0.54290515,0.03812634,1.009752,0.08557343,0.019087506,0.77197534,0.8303062,0.16640607,1.0137327,0.53517944,0.12894864,1.007682,0.38812268,0.022507798,0.9989118,0.36969152,0.021065067
